health_region,type_of_expenditure,activity,contents,year,value,type_of_service,occupation
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Haugesund Sanitetsforenings Revmatismesykehus (Helseregion Vest),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,15,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Current prices (NOK million),2005,2,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
N.K.S. Kløveråsen AS (Helseregion Nord),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2021,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2020,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2021,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
MS-senteret Hakadal AS (Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
