health region,type of service,contents,year,value
HELSEREGION VEST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION VEST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION VEST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
HELSEREGION VEST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
HELSEREGION VEST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Vest,Total,Beds,2002,381
Private inst. m/ driftsavtale Helseregion Vest,Total,Beds,2020,274
Private inst. m/ driftsavtale Helseregion Vest,Total,Beds,2021,277
Private inst. m/ driftsavtale Helseregion Vest,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Vest,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Vest,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Vest,Total,Day cases per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Vest,Total,Day cases per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Vest,Total,Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Beds,2002,200
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Beds,2020,159
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Beds,2021,162
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Vest,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Beds,2002,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Beds,2020,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Beds,2021,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Vest,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Helseregion Midt-Norge,Total,Beds,2002,2809
Helseregion Midt-Norge,Total,Beds,2020,2058
Helseregion Midt-Norge,Total,Beds,2021,2007
Helseregion Midt-Norge,Total,Out-patient consultations per 1 000 inhabitants,2002,947
Helseregion Midt-Norge,Total,Out-patient consultations per 1 000 inhabitants,2020,2144
Helseregion Midt-Norge,Total,Out-patient consultations per 1 000 inhabitants,2021,2301
Helseregion Midt-Norge,Total,Day cases per 1 000 inhabitants,2002,94
Helseregion Midt-Norge,Total,Day cases per 1 000 inhabitants,2020,55
Helseregion Midt-Norge,Total,Day cases per 1 000 inhabitants,2021,60
Helseregion Midt-Norge,Somatic health care,Beds,2002,2097
Helseregion Midt-Norge,Somatic health care,Beds,2020,1495
Helseregion Midt-Norge,Somatic health care,Beds,2021,1451
Helseregion Midt-Norge,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,770
Helseregion Midt-Norge,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,1519
Helseregion Midt-Norge,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,1663
Helseregion Midt-Norge,Somatic health care,Day cases per 1 000 inhabitants,2002,75
Helseregion Midt-Norge,Somatic health care,Day cases per 1 000 inhabitants,2020,54
Helseregion Midt-Norge,Somatic health care,Day cases per 1 000 inhabitants,2021,60
Helseregion Midt-Norge,Drug treatment (TSB),Beds,2002,0
Helseregion Midt-Norge,Drug treatment (TSB),Beds,2020,109
Helseregion Midt-Norge,Drug treatment (TSB),Beds,2021,106
Helseregion Midt-Norge,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Midt-Norge,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,60
Helseregion Midt-Norge,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,65
Helseregion Midt-Norge,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Helseregion Midt-Norge,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,1
Helseregion Midt-Norge,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Medical specialists in Health region Central Norway,Total,Beds,2002,0
Medical specialists in Health region Central Norway,Total,Beds,2020,NA
Medical specialists in Health region Central Norway,Total,Beds,2021,NA
Medical specialists in Health region Central Norway,Total,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region Central Norway,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region Central Norway,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region Central Norway,Total,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region Central Norway,Total,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region Central Norway,Total,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region Central Norway,Somatic health care,Beds,2002,0
Medical specialists in Health region Central Norway,Somatic health care,Beds,2020,NA
Medical specialists in Health region Central Norway,Somatic health care,Beds,2021,NA
Medical specialists in Health region Central Norway,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region Central Norway,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region Central Norway,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region Central Norway,Somatic health care,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region Central Norway,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region Central Norway,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region Central Norway,Drug treatment (TSB),Beds,2002,0
Medical specialists in Health region Central Norway,Drug treatment (TSB),Beds,2020,NA
Medical specialists in Health region Central Norway,Drug treatment (TSB),Beds,2021,NA
Medical specialists in Health region Central Norway,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region Central Norway,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region Central Norway,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region Central Norway,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region Central Norway,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region Central Norway,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
HELSEREGION MIDT-NORGE TOTALT,Total,Beds,2002,2809
HELSEREGION MIDT-NORGE TOTALT,Total,Beds,2020,2058
HELSEREGION MIDT-NORGE TOTALT,Total,Beds,2021,2007
HELSEREGION MIDT-NORGE TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION MIDT-NORGE TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION MIDT-NORGE TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION MIDT-NORGE TOTALT,Total,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION MIDT-NORGE TOTALT,Total,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION MIDT-NORGE TOTALT,Total,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Beds,2002,2097
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Beds,2020,1495
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Beds,2021,1451
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION MIDT-NORGE TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Beds,2002,0
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Beds,2020,109
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Beds,2021,106
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
HELSEREGION MIDT-NORGE TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Beds,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Total,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Beds,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Somatic health care,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Beds,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Beds,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Beds,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Midt-Norge,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Helseregion Nord,Total,Beds,2002,2107
Helseregion Nord,Total,Beds,2020,1655
Helseregion Nord,Total,Beds,2021,1650
Helseregion Nord,Total,Out-patient consultations per 1 000 inhabitants,2002,1002
Helseregion Nord,Total,Out-patient consultations per 1 000 inhabitants,2020,1968
Helseregion Nord,Total,Out-patient consultations per 1 000 inhabitants,2021,2077
Helseregion Nord,Total,Day cases per 1 000 inhabitants,2002,108
Helseregion Nord,Total,Day cases per 1 000 inhabitants,2020,52
Helseregion Nord,Total,Day cases per 1 000 inhabitants,2021,58
Helseregion Nord,Somatic health care,Beds,2002,1631
Helseregion Nord,Somatic health care,Beds,2020,1197
Helseregion Nord,Somatic health care,Beds,2021,1195
Helseregion Nord,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,797
Helseregion Nord,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,1362
Helseregion Nord,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,1463
Helseregion Nord,Somatic health care,Day cases per 1 000 inhabitants,2002,84
Helseregion Nord,Somatic health care,Day cases per 1 000 inhabitants,2020,50
Helseregion Nord,Somatic health care,Day cases per 1 000 inhabitants,2021,55
Helseregion Nord,Drug treatment (TSB),Beds,2002,0
Helseregion Nord,Drug treatment (TSB),Beds,2020,103
Helseregion Nord,Drug treatment (TSB),Beds,2021,95
Helseregion Nord,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Nord,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,40
Helseregion Nord,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,35
Helseregion Nord,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Helseregion Nord,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,1
Helseregion Nord,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,1
Medical specialists in Health region North,Total,Beds,2002,0
Medical specialists in Health region North,Total,Beds,2020,NA
Medical specialists in Health region North,Total,Beds,2021,NA
Medical specialists in Health region North,Total,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region North,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region North,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region North,Total,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region North,Total,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region North,Total,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region North,Somatic health care,Beds,2002,0
Medical specialists in Health region North,Somatic health care,Beds,2020,NA
Medical specialists in Health region North,Somatic health care,Beds,2021,NA
Medical specialists in Health region North,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region North,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region North,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region North,Somatic health care,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region North,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region North,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region North,Drug treatment (TSB),Beds,2002,0
Medical specialists in Health region North,Drug treatment (TSB),Beds,2020,NA
Medical specialists in Health region North,Drug treatment (TSB),Beds,2021,NA
Medical specialists in Health region North,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region North,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region North,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region North,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region North,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region North,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
HELSEREGION NORD TOTALT,Total,Beds,2002,2107
HELSEREGION NORD TOTALT,Total,Beds,2020,1655
HELSEREGION NORD TOTALT,Total,Beds,2021,1650
HELSEREGION NORD TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION NORD TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION NORD TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION NORD TOTALT,Total,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION NORD TOTALT,Total,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION NORD TOTALT,Total,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION NORD TOTALT,Somatic health care,Beds,2002,1631
HELSEREGION NORD TOTALT,Somatic health care,Beds,2020,1197
HELSEREGION NORD TOTALT,Somatic health care,Beds,2021,1195
HELSEREGION NORD TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
HELSEREGION NORD TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION NORD TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION NORD TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
HELSEREGION NORD TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION NORD TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION NORD TOTALT,Drug treatment (TSB),Beds,2002,0
HELSEREGION NORD TOTALT,Drug treatment (TSB),Beds,2020,103
HELSEREGION NORD TOTALT,Drug treatment (TSB),Beds,2021,95
HELSEREGION NORD TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
HELSEREGION NORD TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION NORD TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION NORD TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
HELSEREGION NORD TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
HELSEREGION NORD TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Nord,Total,Beds,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Total,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Beds,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Beds,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Beds,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Somatic health care,Day cases per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Beds,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Beds,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Beds,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Private inst. m/ driftsavtale Helseregion Nord,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
 Private institutions,Total,Beds,2002,2806
 Private institutions,Total,Beds,2020,3583
 Private institutions,Total,Beds,2021,3689
 Private institutions,Total,Out-patient consultations per 1 000 inhabitants,2002,NA
 Private institutions,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
 Private institutions,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
 Private institutions,Total,Day cases per 1 000 inhabitants,2002,NA
 Private institutions,Total,Day cases per 1 000 inhabitants,2020,NA
 Private institutions,Total,Day cases per 1 000 inhabitants,2021,NA
 Private institutions,Somatic health care,Beds,2002,2653
 Private institutions,Somatic health care,Beds,2020,2210
 Private institutions,Somatic health care,Beds,2021,2293
 Private institutions,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,NA
 Private institutions,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
 Private institutions,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
 Private institutions,Somatic health care,Day cases per 1 000 inhabitants,2002,NA
 Private institutions,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
 Private institutions,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
 Private institutions,Drug treatment (TSB),Beds,2002,0
 Private institutions,Drug treatment (TSB),Beds,2020,1041
 Private institutions,Drug treatment (TSB),Beds,2021,1057
 Private institutions,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
 Private institutions,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
 Private institutions,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
 Private institutions,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
 Private institutions,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
 Private institutions,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Helseregion Sør-Øst (2007-),Total,Beds,2002,0
Helseregion Sør-Øst (2007-),Total,Beds,2020,7773
Helseregion Sør-Øst (2007-),Total,Beds,2021,7842
Helseregion Sør-Øst (2007-),Total,Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Sør-Øst (2007-),Total,Out-patient consultations per 1 000 inhabitants,2020,2220
Helseregion Sør-Øst (2007-),Total,Out-patient consultations per 1 000 inhabitants,2021,2291
Helseregion Sør-Øst (2007-),Total,Day cases per 1 000 inhabitants,2002,0
Helseregion Sør-Øst (2007-),Total,Day cases per 1 000 inhabitants,2020,57
Helseregion Sør-Øst (2007-),Total,Day cases per 1 000 inhabitants,2021,59
Helseregion Sør-Øst (2007-),Somatic health care,Beds,2002,0
Helseregion Sør-Øst (2007-),Somatic health care,Beds,2020,5716
Helseregion Sør-Øst (2007-),Somatic health care,Beds,2021,5771
Helseregion Sør-Øst (2007-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Sør-Øst (2007-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,1484
Helseregion Sør-Øst (2007-),Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,1558
Helseregion Sør-Øst (2007-),Somatic health care,Day cases per 1 000 inhabitants,2002,0
Helseregion Sør-Øst (2007-),Somatic health care,Day cases per 1 000 inhabitants,2020,54
Helseregion Sør-Øst (2007-),Somatic health care,Day cases per 1 000 inhabitants,2021,57
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Beds,2002,0
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Beds,2020,409
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Beds,2021,410
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,89
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,86
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,0
Helseregion Sør-Øst (2007-),Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,0
Medical specialists in Health region South-East,Total,Beds,2002,0
Medical specialists in Health region South-East,Total,Beds,2020,NA
Medical specialists in Health region South-East,Total,Beds,2021,NA
Medical specialists in Health region South-East,Total,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region South-East,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region South-East,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region South-East,Total,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region South-East,Total,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region South-East,Total,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region South-East,Somatic health care,Beds,2002,0
Medical specialists in Health region South-East,Somatic health care,Beds,2020,NA
Medical specialists in Health region South-East,Somatic health care,Beds,2021,NA
Medical specialists in Health region South-East,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region South-East,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region South-East,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region South-East,Somatic health care,Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region South-East,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Medical specialists in Health region South-East,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Medical specialists in Health region South-East,Drug treatment (TSB),Beds,2002,0
Medical specialists in Health region South-East,Drug treatment (TSB),Beds,2020,NA
Medical specialists in Health region South-East,Drug treatment (TSB),Beds,2021,NA
Medical specialists in Health region South-East,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Medical specialists in Health region South-East,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Medical specialists in Health region South-East,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Medical specialists in Health region South-East,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Medical specialists in Health region South-East,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
