health region,type of expenditure,activity,contents,year,value
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Current prices (NOK million),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Current prices (NOK million),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Current prices (NOK million),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Change from previous year (per cent),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Change from previous year (per cent),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Current prices (NOK million),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Current prices (NOK million),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Duedalen Blå Kors Behandlingssenter (Helseregion Vest),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,19
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA
Larkollen ungdomspsykiatriske behandlingshjem (Helseregion Sør-Øst. Tidligere Helseregion Øst),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA
